#Accession	ID	Type	Description	Class	subclass
RF03692	MIR827	Gene;miRNA	MIR827 microRNA precursor family	miRNA	miRNA
RF03693	MIR1919	Gene;miRNA	MIR1919 microRNA precursor family	miRNA	miRNA
RF03694	mir-266	Gene;miRNA	mir-266 microRNA precursor family	miRNA	miRNA
RF03695	MIR6151	Gene;miRNA	MIR6151 microRNA precursor family	miRNA	miRNA
RF03696	mir-4904	Gene;miRNA	mir-4904 microRNA precursor family	miRNA	miRNA
RF03697	mir-722	Gene;miRNA	mir-722 microRNA precursor family	miRNA	miRNA
RF03698	mir-2861	Gene;miRNA	mir-2861 microRNA precursor family	miRNA	miRNA
RF03699	mir-729	Gene;miRNA	mir-729 microRNA precursor family	miRNA	miRNA
RF03700	mir-1923	Gene;miRNA	mir-1923 microRNA precursor family	miRNA	miRNA
RF03701	mir-4041	Gene;miRNA	mir-4041 microRNA precursor family	miRNA	miRNA
RF03702	MIR851	Gene;miRNA	MIR851 microRNA precursor family	miRNA	miRNA
RF03703	mir-3622	Gene;miRNA	mir-3622 microRNA precursor family	miRNA	miRNA
RF03704	MIR4380	Gene;miRNA	MIR4380 microRNA precursor family	miRNA	miRNA
RF03705	mir-1278	Gene;miRNA	mir-1278 microRNA precursor family	miRNA	miRNA
RF03706	mir-2253	Gene;miRNA	mir-2253 microRNA precursor family	miRNA	miRNA
RF03707	mir-1892	Gene;miRNA	mir-1892 microRNA precursor family	miRNA	miRNA
RF03709	MIR1878	Gene;miRNA	MIR1878 microRNA precursor family	miRNA	miRNA
RF03710	mir-1451	Gene;miRNA	mir-1451 microRNA precursor family	miRNA	miRNA
RF03711	mir-784	Gene;miRNA	mir-784 microRNA precursor family	miRNA	miRNA
RF03712	MIR6450	Gene;miRNA	MIR6450 microRNA precursor family	miRNA	miRNA
RF03713	mir-1756	Gene;miRNA	mir-1756 microRNA precursor family	miRNA	miRNA
RF03714	MIR774	Gene;miRNA	MIR774 microRNA precursor family	miRNA	miRNA
RF03715	mir-977	Gene;miRNA	mir-977 microRNA precursor family	miRNA	miRNA
RF03716	mir-7131	Gene;miRNA	mir-7131 microRNA precursor family	miRNA	miRNA
RF03717	mir-3119	Gene;miRNA	mir-3119 microRNA precursor family	miRNA	miRNA
RF03718	mir-2804	Gene;miRNA	mir-2804 microRNA precursor family	miRNA	miRNA
RF03719	mir-3914	Gene;miRNA	mir-3914 microRNA precursor family	miRNA	miRNA
RF03720	MIR4228	Gene;miRNA	MIR4228 microRNA precursor family	miRNA	miRNA
RF03721	mir-3478	Gene;miRNA	mir-3478 microRNA precursor family	miRNA	miRNA
RF03722	MIR4378	Gene;miRNA	MIR4378 microRNA precursor family	miRNA	miRNA
RF03723	MIR7125	Gene;miRNA	MIR7125 microRNA precursor family	miRNA	miRNA
RF03724	mir-1013	Gene;miRNA	mir-1013 microRNA precursor family	miRNA	miRNA
RF03725	mir-7094	Gene;miRNA	mir-7094 microRNA precursor family	miRNA	miRNA
RF03726	mir-m21-1	Gene;miRNA	mir-m21-1 microRNA precursor family	miRNA	miRNA
RF03727	mir-3477	Gene;miRNA	mir-3477 microRNA precursor family	miRNA	miRNA
RF03728	MIR1511	Gene;miRNA	MIR1511 microRNA precursor family	miRNA	miRNA
RF03729	mir-2363	Gene;miRNA	mir-2363 microRNA precursor family	miRNA	miRNA
RF03730	mir-7615	Gene;miRNA	mir-7615 microRNA precursor family	miRNA	miRNA
RF03731	mir-7371	Gene;miRNA	mir-7371 microRNA precursor family	miRNA	miRNA
RF03732	mir-2057	Gene;miRNA	mir-2057 microRNA precursor family	miRNA	miRNA
RF03733	mir-BART14	Gene;miRNA	mir-BART14 microRNA precursor family	miRNA	miRNA
RF03734	mir-4773	Gene;miRNA	mir-4773 microRNA precursor family	miRNA	miRNA
RF03735	mir-1502	Gene;miRNA	mir-1502 microRNA precursor family	miRNA	miRNA
RF03736	mir-3130	Gene;miRNA	mir-3130 microRNA precursor family	miRNA	miRNA
RF03737	mir-8315	Gene;miRNA	mir-8315 microRNA precursor family	miRNA	miRNA
RF03738	mir-2320	Gene;miRNA	mir-2320 microRNA precursor family	miRNA	miRNA
RF03739	mir-4529	Gene;miRNA	mir-4529 microRNA precursor family	miRNA	miRNA
RF03740	mir-921	Gene;miRNA	mir-921 microRNA precursor family	miRNA	miRNA
RF03741	mir-325	Gene;miRNA	mir-325 microRNA precursor family	miRNA	miRNA
RF03742	mir-2162	Gene;miRNA	mir-2162 microRNA precursor family	miRNA	miRNA
RF03743	MIR7696	Gene;miRNA	MIR7696 microRNA precursor family	miRNA	miRNA
RF03744	MIR3704	Gene;miRNA	MIR3704 microRNA precursor family	miRNA	miRNA
RF03745	mir-2063	Gene;miRNA	mir-2063 microRNA precursor family	miRNA	miRNA
RF03746	mir-2318	Gene;miRNA	mir-2318 microRNA precursor family	miRNA	miRNA
RF03747	mir-4536	Gene;miRNA	mir-4536 microRNA precursor family	miRNA	miRNA
RF03748	mir-2772	Gene;miRNA	mir-2772 microRNA precursor family	miRNA	miRNA
RF03749	MIR2617	Gene;miRNA	MIR2617 microRNA precursor family	miRNA	miRNA
RF03750	mir-2489	Gene;miRNA	mir-2489 microRNA precursor family	miRNA	miRNA
RF03751	mir-7445	Gene;miRNA	mir-7445 microRNA precursor family	miRNA	miRNA
RF03752	MIR5292	Gene;miRNA	MIR5292 microRNA precursor family	miRNA	miRNA
RF03753	mir-1986	Gene;miRNA	mir-1986 microRNA precursor family	miRNA	miRNA
RF03754	mir-3116	Gene;miRNA	mir-3116 microRNA precursor family	miRNA	miRNA
RF03755	mir-4005	Gene;miRNA	mir-4005 microRNA precursor family	miRNA	miRNA
RF03756	mir-4891	Gene;miRNA	mir-4891 microRNA precursor family	miRNA	miRNA
RF03757	mir-6536	Gene;miRNA	mir-6536 microRNA precursor family	miRNA	miRNA
RF03758	mir-2756	Gene;miRNA	mir-2756 microRNA precursor family	miRNA	miRNA
RF03759	MIR8703	Gene;miRNA	MIR8703 microRNA precursor family	miRNA	miRNA
RF03760	mir-2041	Gene;miRNA	mir-2041 microRNA precursor family	miRNA	miRNA
RF03761	mir-5897	Gene;miRNA	mir-5897 microRNA precursor family	miRNA	miRNA
RF03762	MIR859	Gene;miRNA	MIR859 microRNA precursor family	miRNA	miRNA
RF03763	mir-2568	Gene;miRNA	mir-2568 microRNA precursor family	miRNA	miRNA
RF03764	mir-647	Gene;miRNA	mir-647 microRNA precursor family	miRNA	miRNA
RF03765	mir-2059	Gene;miRNA	mir-2059 microRNA precursor family	miRNA	miRNA
RF03766	mir-3155	Gene;miRNA	mir-3155 microRNA precursor family	miRNA	miRNA
RF03767	mir-3432	Gene;miRNA	mir-3432 microRNA precursor family	miRNA	miRNA
RF03768	mir-1329	Gene;miRNA	mir-1329 microRNA precursor family	miRNA	miRNA
RF03769	mir-3913	Gene;miRNA	mir-3913 microRNA precursor family	miRNA	miRNA
RF03770	mir-125	Gene;miRNA	mir-125 microRNA precursor family	miRNA	miRNA
RF03771	mir-341	Gene;miRNA	mir-341 microRNA precursor family	miRNA	miRNA
RF03772	mir-4867	Gene;miRNA	mir-4867 microRNA precursor family	miRNA	miRNA
RF03773	mir-978	Gene;miRNA	mir-978 microRNA precursor family	miRNA	miRNA
RF03774	mir-2110	Gene;miRNA	mir-2110 microRNA precursor family	miRNA	miRNA
RF03775	mir-7578	Gene;miRNA	mir-7578 microRNA precursor family	miRNA	miRNA
RF03776	mir-2068	Gene;miRNA	mir-2068 microRNA precursor family	miRNA	miRNA
RF03777	MIR533	Gene;miRNA	MIR533 microRNA precursor family	miRNA	miRNA
RF03778	mir-483	Gene;miRNA	mir-483 microRNA precursor family	miRNA	miRNA
RF03779	mir-1805	Gene;miRNA	mir-1805 microRNA precursor family	miRNA	miRNA
RF03780	mir-3389	Gene;miRNA	mir-3389 microRNA precursor family	miRNA	miRNA
RF03781	mir-4524	Gene;miRNA	mir-4524 microRNA precursor family	miRNA	miRNA
RF03782	mir-3661	Gene;miRNA	mir-3661 microRNA precursor family	miRNA	miRNA
RF03783	mir-4854	Gene;miRNA	mir-4854 microRNA precursor family	miRNA	miRNA
RF03784	mir-2240	Gene;miRNA	mir-2240 microRNA precursor family	miRNA	miRNA
RF03785	mir-974	Gene;miRNA	mir-974 microRNA precursor family	miRNA	miRNA
RF03786	mir-9449	Gene;miRNA	mir-9449 microRNA precursor family	miRNA	miRNA
RF03787	mir-2010	Gene;miRNA	mir-2010 microRNA precursor family	miRNA	miRNA
RF03788	MIR5304	Gene;miRNA	MIR5304 microRNA precursor family	miRNA	miRNA
RF03789	MIR5269	Gene;miRNA	MIR5269 microRNA precursor family	miRNA	miRNA
RF03790	MIR8008	Gene;miRNA	MIR8008 microRNA precursor family	miRNA	miRNA
RF03791	mir-4526	Gene;miRNA	mir-4526 microRNA precursor family	miRNA	miRNA
RF03792	MIR6462	Gene;miRNA	MIR6462 microRNA precursor family	miRNA	miRNA
RF03793	MIR810	Gene;miRNA	MIR810 microRNA precursor family	miRNA	miRNA
RF03794	MIR5298	Gene;miRNA	MIR5298 microRNA precursor family	miRNA	miRNA
RF03795	MIR6201	Gene;miRNA	MIR6201 microRNA precursor family	miRNA	miRNA
RF03796	mir-5984	Gene;miRNA	mir-5984 microRNA precursor family	miRNA	miRNA
RF03797	mir-9235	Gene;miRNA	mir-9235 microRNA precursor family	miRNA	miRNA
RF03798	MIR4227	Gene;miRNA	MIR4227 microRNA precursor family	miRNA	miRNA
RF03799	mir-3202	Gene;miRNA	mir-3202 microRNA precursor family	miRNA	miRNA
RF03800	mir-4477	Gene;miRNA	mir-4477 microRNA precursor family	miRNA	miRNA
RF03801	mir-7143	Gene;miRNA	mir-7143 microRNA precursor family	miRNA	miRNA
RF03802	MIR5649	Gene;miRNA	MIR5649 microRNA precursor family	miRNA	miRNA
RF03803	MIR1886	Gene;miRNA	MIR1886 microRNA precursor family	miRNA	miRNA
RF03804	mir-4989	Gene;miRNA	mir-4989 microRNA precursor family	miRNA	miRNA
RF03805	bpcv-mir-B1	Gene;miRNA	bpcv-mir-B1 microRNA precursor family	miRNA	miRNA
RF03806	mir-2007	Gene;miRNA	mir-2007 microRNA precursor family	miRNA	miRNA
RF03807	mir-4890	Gene;miRNA	mir-4890 microRNA precursor family	miRNA	miRNA
RF03808	mir-3957	Gene;miRNA	mir-3957 microRNA precursor family	miRNA	miRNA
RF03809	mir-1203	Gene;miRNA	mir-1203 microRNA precursor family	miRNA	miRNA
RF03810	mir-8932	Gene;miRNA	mir-8932 microRNA precursor family	miRNA	miRNA
RF03811	mir-1896	Gene;miRNA	mir-1896 microRNA precursor family	miRNA	miRNA
RF03812	mir-BART19	Gene;miRNA	mir-BART19 microRNA precursor family	miRNA	miRNA
RF03813	MIR8041	Gene;miRNA	MIR8041 microRNA precursor family	miRNA	miRNA
RF03814	mir-2797	Gene;miRNA	mir-2797 microRNA precursor family	miRNA	miRNA
RF03815	mir-3051	Gene;miRNA	mir-3051 microRNA precursor family	miRNA	miRNA
RF03816	MIR6297	Gene;miRNA	MIR6297 microRNA precursor family	miRNA	miRNA
RF03817	mir-3836	Gene;miRNA	mir-3836 microRNA precursor family	miRNA	miRNA
RF03818	MIR7994	Gene;miRNA	MIR7994 microRNA precursor family	miRNA	miRNA
RF03819	mir-Ro6-3	Gene;miRNA	mir-Ro6-3 microRNA precursor family	miRNA	miRNA
RF03820	mir-5429	Gene;miRNA	mir-5429 microRNA precursor family	miRNA	miRNA
RF03821	mir-2002	Gene;miRNA	mir-2002 microRNA precursor family	miRNA	miRNA
RF03822	mir-3931	Gene;miRNA	mir-3931 microRNA precursor family	miRNA	miRNA
RF03823	mir-1814	Gene;miRNA	mir-1814 microRNA precursor family	miRNA	miRNA
RF03824	MIR5285	Gene;miRNA	MIR5285 microRNA precursor family	miRNA	miRNA
RF03825	mir-2335	Gene;miRNA	mir-2335 microRNA precursor family	miRNA	miRNA
RF03826	MIR825	Gene;miRNA	MIR825 microRNA precursor family	miRNA	miRNA
RF03827	mir-2229	Gene;miRNA	mir-2229 microRNA precursor family	miRNA	miRNA
RF03828	MIR831	Gene;miRNA	MIR831 microRNA precursor family	miRNA	miRNA
RF03829	mir-1257	Gene;miRNA	mir-1257 microRNA precursor family	miRNA	miRNA
RF03830	mir-1003	Gene;miRNA	mir-1003 microRNA precursor family	miRNA	miRNA
RF03831	mir-627	Gene;miRNA	mir-627 microRNA precursor family	miRNA	miRNA
RF03832	mir-H4	Gene;miRNA	mir-H4 microRNA precursor family	miRNA	miRNA
RF03833	mir-5928	Gene;miRNA	mir-5928 microRNA precursor family	miRNA	miRNA
RF03834	mir-3173	Gene;miRNA	mir-3173 microRNA precursor family	miRNA	miRNA
RF03835	mir-955	Gene;miRNA	mir-955 microRNA precursor family	miRNA	miRNA
RF03836	mir-3547	Gene;miRNA	mir-3547 microRNA precursor family	miRNA	miRNA
RF03837	mir-3138	Gene;miRNA	mir-3138 microRNA precursor family	miRNA	miRNA
RF03838	MIR8032	Gene;miRNA	MIR8032 microRNA precursor family	miRNA	miRNA
RF03839	MIR2599	Gene;miRNA	MIR2599 microRNA precursor family	miRNA	miRNA
RF03840	mir-3064	Gene;miRNA	mir-3064 microRNA precursor family	miRNA	miRNA
RF03841	mir-8941	Gene;miRNA	mir-8941 microRNA precursor family	miRNA	miRNA
RF03842	MIR2680	Gene;miRNA	MIR2680 microRNA precursor family	miRNA	miRNA
RF03843	MIR2600	Gene;miRNA	MIR2600 microRNA precursor family	miRNA	miRNA
RF03844	mir-3190	Gene;miRNA	mir-3190 microRNA precursor family	miRNA	miRNA
RF03845	mir-3327	Gene;miRNA	mir-3327 microRNA precursor family	miRNA	miRNA
RF03846	mir-4861	Gene;miRNA	mir-4861 microRNA precursor family	miRNA	miRNA
RF03847	mir-1538	Gene;miRNA	mir-1538 microRNA precursor family	miRNA	miRNA
RF03848	mir-1549	Gene;miRNA	mir-1549 microRNA precursor family	miRNA	miRNA
RF03849	MIR1219	Gene;miRNA	MIR1219 microRNA precursor family	miRNA	miRNA
RF03850	mir-961	Gene;miRNA	mir-961 microRNA precursor family	miRNA	miRNA
RF03851	mir-1002	Gene;miRNA	mir-1002 microRNA precursor family	miRNA	miRNA
RF03852	mir-610	Gene;miRNA	mir-610 microRNA precursor family	miRNA	miRNA
RF03853	mir-2013	Gene;miRNA	mir-2013 microRNA precursor family	miRNA	miRNA
RF03854	mir-1949	Gene;miRNA	mir-1949 microRNA precursor family	miRNA	miRNA
RF03855	MIR5241	Gene;miRNA	MIR5241 microRNA precursor family	miRNA	miRNA
RF03856	mir-1188	Gene;miRNA	mir-1188 microRNA precursor family	miRNA	miRNA
RF03857	mir-3129	Gene;miRNA	mir-3129 microRNA precursor family	miRNA	miRNA
RF03858	mir-1991	Gene;miRNA	mir-1991 microRNA precursor family	miRNA	miRNA
RF03859	mir-6132	Gene;miRNA	mir-6132 microRNA precursor family	miRNA	miRNA
RF03860	MIR1520	Gene;miRNA	MIR1520 microRNA precursor family	miRNA	miRNA
RF03861	mir-4484	Gene;miRNA	mir-4484 microRNA precursor family	miRNA	miRNA
RF03862	MIR5274	Gene;miRNA	MIR5274 microRNA precursor family	miRNA	miRNA
RF03863	mir-1258	Gene;miRNA	mir-1258 microRNA precursor family	miRNA	miRNA
RF03864	mir-BART9	Gene;miRNA	mir-BART9 microRNA precursor family	miRNA	miRNA
RF03865	mir-7637	Gene;miRNA	mir-7637 microRNA precursor family	miRNA	miRNA
RF03866	mir-1889	Gene;miRNA	mir-1889 microRNA precursor family	miRNA	miRNA
RF03867	mir-4081	Gene;miRNA	mir-4081 microRNA precursor family	miRNA	miRNA
RF03868	mir-H2	Gene;miRNA	mir-H2 microRNA precursor family	miRNA	miRNA
RF03869	mir-2834	Gene;miRNA	mir-2834 microRNA precursor family	miRNA	miRNA
RF03870	mir-2040	Gene;miRNA	mir-2040 microRNA precursor family	miRNA	miRNA
RF03871	mir-5681	Gene;miRNA	mir-5681 microRNA precursor family	miRNA	miRNA
RF03872	MIR6426	Gene;miRNA	MIR6426 microRNA precursor family	miRNA	miRNA
RF03873	mir-3192	Gene;miRNA	mir-3192 microRNA precursor family	miRNA	miRNA
RF03874	mir-8834	Gene;miRNA	mir-8834 microRNA precursor family	miRNA	miRNA
RF03875	MIR5272	Gene;miRNA	MIR5272 microRNA precursor family	miRNA	miRNA
RF03876	mir-7132	Gene;miRNA	mir-7132 microRNA precursor family	miRNA	miRNA
RF03877	mir-3937	Gene;miRNA	mir-3937 microRNA precursor family	miRNA	miRNA
RF03878	mir-B6	Gene;miRNA	mir-B6 microRNA precursor family	miRNA	miRNA
RF03879	mir-2831	Gene;miRNA	mir-2831 microRNA precursor family	miRNA	miRNA
RF03880	mir-1684	Gene;miRNA	mir-1684 microRNA precursor family	miRNA	miRNA
RF03881	mir-59	Gene;miRNA	mir-59 microRNA precursor family	miRNA	miRNA
RF03882	mir-4889	Gene;miRNA	mir-4889 microRNA precursor family	miRNA	miRNA
RF03883	mir-9256	Gene;miRNA	mir-9256 microRNA precursor family	miRNA	miRNA
RF03884	mir-725	Gene;miRNA	mir-725 microRNA precursor family	miRNA	miRNA
RF03885	mir-4178	Gene;miRNA	mir-4178 microRNA precursor family	miRNA	miRNA
RF03886	mir-1993	Gene;miRNA	mir-1993 microRNA precursor family	miRNA	miRNA
RF03887	mir-2511	Gene;miRNA	mir-2511 microRNA precursor family	miRNA	miRNA
RF03888	mir-3160	Gene;miRNA	mir-3160 microRNA precursor family	miRNA	miRNA
RF03889	mir-4776	Gene;miRNA	mir-4776 microRNA precursor family	miRNA	miRNA
RF03890	mir-B8	Gene;miRNA	mir-B8 microRNA precursor family	miRNA	miRNA
RF03891	mir-2545	Gene;miRNA	mir-2545 microRNA precursor family	miRNA	miRNA
RF03892	mir-4860	Gene;miRNA	mir-4860 microRNA precursor family	miRNA	miRNA
RF03893	mir-4879	Gene;miRNA	mir-4879 microRNA precursor family	miRNA	miRNA
RF03894	mir-5736	Gene;miRNA	mir-5736 microRNA precursor family	miRNA	miRNA
RF03895	MIR2679	Gene;miRNA	MIR2679 microRNA precursor family	miRNA	miRNA
RF03896	MIR2275	Gene;miRNA	MIR2275 microRNA precursor family	miRNA	miRNA
RF03897	mir-4077	Gene;miRNA	mir-4077 microRNA precursor family	miRNA	miRNA
RF03898	mir-7616	Gene;miRNA	mir-7616 microRNA precursor family	miRNA	miRNA
RF03899	mir-5912	Gene;miRNA	mir-5912 microRNA precursor family	miRNA	miRNA
RF03900	mir-9242	Gene;miRNA	mir-9242 microRNA precursor family	miRNA	miRNA
RF03901	mir-BART18	Gene;miRNA	mir-BART18 microRNA precursor family	miRNA	miRNA
RF03902	MIR7784	Gene;miRNA	MIR7784 microRNA precursor family	miRNA	miRNA
RF03903	mir-679	Gene;miRNA	mir-679 microRNA precursor family	miRNA	miRNA
RF03904	MIR7991	Gene;miRNA	MIR7991 microRNA precursor family	miRNA	miRNA
RF03905	MIR6149	Gene;miRNA	MIR6149 microRNA precursor family	miRNA	miRNA
RF03906	mir-3199	Gene;miRNA	mir-3199 microRNA precursor family	miRNA	miRNA
RF03907	mir-4428	Gene;miRNA	mir-4428 microRNA precursor family	miRNA	miRNA
RF03908	MIR6459	Gene;miRNA	MIR6459 microRNA precursor family	miRNA	miRNA
RF03909	mir-3804	Gene;miRNA	mir-3804 microRNA precursor family	miRNA	miRNA
RF03910	mir-H5	Gene;miRNA	mir-H5 microRNA precursor family	miRNA	miRNA
RF03911	mir-1910	Gene;miRNA	mir-1910 microRNA precursor family	miRNA	miRNA
RF03912	mir-4659	Gene;miRNA	mir-4659 microRNA precursor family	miRNA	miRNA
RF03913	mir-992	Gene;miRNA	mir-992 microRNA precursor family	miRNA	miRNA
RF03914	mir-BART21	Gene;miRNA	mir-BART21 microRNA precursor family	miRNA	miRNA
RF03915	MIR5286	Gene;miRNA	MIR5286 microRNA precursor family	miRNA	miRNA
RF03916	MIR400	Gene;miRNA	MIR400 microRNA precursor family	miRNA	miRNA
RF03917	mir-4449	Gene;miRNA	mir-4449 microRNA precursor family	miRNA	miRNA
RF03918	mir-4922	Gene;miRNA	mir-4922 microRNA precursor family	miRNA	miRNA
RF03919	mir-1540	Gene;miRNA	mir-1540 microRNA precursor family	miRNA	miRNA
RF03920	mir-237	Gene;miRNA	mir-237 microRNA precursor family	miRNA	miRNA
RF03921	MIR860	Gene;miRNA	MIR860 microRNA precursor family	miRNA	miRNA
RF03922	MIR2119	Gene;miRNA	MIR2119 microRNA precursor family	miRNA	miRNA
RF03923	mir-964	Gene;miRNA	mir-964 microRNA precursor family	miRNA	miRNA
RF03924	mir-1228	Gene;miRNA	mir-1228 microRNA precursor family	miRNA	miRNA
RF03925	mir-1011	Gene;miRNA	mir-1011 microRNA precursor family	miRNA	miRNA
RF03926	MIR1435	Gene;miRNA	MIR1435 microRNA precursor family	miRNA	miRNA
RF03927	MIR538	Gene;miRNA	MIR538 microRNA precursor family	miRNA	miRNA
RF03929	mir-6579	Gene;miRNA	mir-6579 microRNA precursor family	miRNA	miRNA
RF03930	mir-1909	Gene;miRNA	mir-1909 microRNA precursor family	miRNA	miRNA
RF03931	mir-2061	Gene;miRNA	mir-2061 microRNA precursor family	miRNA	miRNA
RF03932	mir-1597	Gene;miRNA	mir-1597 microRNA precursor family	miRNA	miRNA
RF03933	MIR6445	Gene;miRNA	MIR6445 microRNA precursor family	miRNA	miRNA
RF03934	mir-m107-1	Gene;miRNA	mir-m107-1 microRNA precursor family	miRNA	miRNA
RF03935	mir-763	Gene;miRNA	mir-763 microRNA precursor family	miRNA	miRNA
RF03936	mir-4079	Gene;miRNA	mir-4079 microRNA precursor family	miRNA	miRNA
RF03937	mir-9456	Gene;miRNA	mir-9456 microRNA precursor family	miRNA	miRNA
RF03938	mir-4662	Gene;miRNA	mir-4662 microRNA precursor family	miRNA	miRNA
RF03939	mir-4868	Gene;miRNA	mir-4868 microRNA precursor family	miRNA	miRNA
RF03940	MIR9563	Gene;miRNA	MIR9563 microRNA precursor family	miRNA	miRNA
RF03941	mir-3158	Gene;miRNA	mir-3158 microRNA precursor family	miRNA	miRNA
RF03942	mir-5727	Gene;miRNA	mir-5727 microRNA precursor family	miRNA	miRNA
RF03943	mir-1824	Gene;miRNA	mir-1824 microRNA precursor family	miRNA	miRNA
RF03944	mir-935	Gene;miRNA	mir-935 microRNA precursor family	miRNA	miRNA
RF03945	mir-4876	Gene;miRNA	mir-4876 microRNA precursor family	miRNA	miRNA
RF03946	mir-3132	Gene;miRNA	mir-3132 microRNA precursor family	miRNA	miRNA
RF03947	mir-658	Gene;miRNA	mir-658 microRNA precursor family	miRNA	miRNA
RF03948	mir-5045	Gene;miRNA	mir-5045 microRNA precursor family	miRNA	miRNA
RF03949	mir-8830	Gene;miRNA	mir-8830 microRNA precursor family	miRNA	miRNA
RF03950	mir-4928	Gene;miRNA	mir-4928 microRNA precursor family	miRNA	miRNA
RF03951	MIR7725	Gene;miRNA	MIR7725 microRNA precursor family	miRNA	miRNA
RF03952	mir-3718	Gene;miRNA	mir-3718 microRNA precursor family	miRNA	miRNA
RF03953	mir-5350	Gene;miRNA	mir-5350 microRNA precursor family	miRNA	miRNA
RF03954	mir-8993	Gene;miRNA	mir-8993 microRNA precursor family	miRNA	miRNA
RF03955	MIR2934	Gene;miRNA	MIR2934 microRNA precursor family	miRNA	miRNA
RF03956	mir-737	Gene;miRNA	mir-737 microRNA precursor family	miRNA	miRNA
RF03957	mir-5856	Gene;miRNA	mir-5856 microRNA precursor family	miRNA	miRNA
RF03958	mir-959	Gene;miRNA	mir-959 microRNA precursor family	miRNA	miRNA
RF03959	mir-303	Gene;miRNA	mir-303 microRNA precursor family	miRNA	miRNA
RF03960	mir-6644	Gene;miRNA	mir-6644 microRNA precursor family	miRNA	miRNA
RF03961	mir-9033	Gene;miRNA	mir-9033 microRNA precursor family	miRNA	miRNA
RF03962	mir-958	Gene;miRNA	mir-958 microRNA precursor family	miRNA	miRNA
RF03963	mir-2996	Gene;miRNA	mir-2996 microRNA precursor family	miRNA	miRNA
RF03964	mir-H1	Gene;miRNA	mir-H1 microRNA precursor family	miRNA	miRNA
RF03965	mir-8927	Gene;miRNA	mir-8927 microRNA precursor family	miRNA	miRNA
RF03966	mir-76	Gene;miRNA	mir-76 microRNA precursor family	miRNA	miRNA
RF03967	mir-1270	Gene;miRNA	mir-1270 microRNA precursor family	miRNA	miRNA
RF03968	mir-8934	Gene;miRNA	mir-8934 microRNA precursor family	miRNA	miRNA
RF03969	mir-622	Gene;miRNA	mir-622 microRNA precursor family	miRNA	miRNA
RF03970	mir-2766	Gene;miRNA	mir-2766 microRNA precursor family	miRNA	miRNA
RF03971	mir-3572	Gene;miRNA	mir-3572 microRNA precursor family	miRNA	miRNA
RF03972	mir-3150	Gene;miRNA	mir-3150 microRNA precursor family	miRNA	miRNA
RF03973	mir-5615	Gene;miRNA	mir-5615 microRNA precursor family	miRNA	miRNA
RF03974	MIR838	Gene;miRNA	MIR838 microRNA precursor family	miRNA	miRNA
RF03975	mir-5881	Gene;miRNA	mir-5881 microRNA precursor family	miRNA	miRNA
RF03976	MIR898	Gene;miRNA	MIR898 microRNA precursor family	miRNA	miRNA
RF03977	mir-976	Gene;miRNA	mir-976 microRNA precursor family	miRNA	miRNA
RF03978	mir-1269	Gene;miRNA	mir-1269 microRNA precursor family	miRNA	miRNA
RF03979	mir-2006	Gene;miRNA	mir-2006 microRNA precursor family	miRNA	miRNA
RF03980	mir-2012	Gene;miRNA	mir-2012 microRNA precursor family	miRNA	miRNA
RF03981	mir-8799	Gene;miRNA	mir-8799 microRNA precursor family	miRNA	miRNA
RF03982	mir-4865	Gene;miRNA	mir-4865 microRNA precursor family	miRNA	miRNA
RF03983	MIR5284	Gene;miRNA	MIR5284 microRNA precursor family	miRNA	miRNA
RF03984	MIR2933	Gene;miRNA	MIR2933 microRNA precursor family	miRNA	miRNA
RF03985	mir-9250	Gene;miRNA	mir-9250 microRNA precursor family	miRNA	miRNA
RF03986	mir-6095	Gene;miRNA	mir-6095 microRNA precursor family	miRNA	miRNA
RF03987	MIR6136	Gene;miRNA	MIR6136 microRNA precursor family	miRNA	miRNA
RF03988	mir-6301	Gene;miRNA	mir-6301 microRNA precursor family	miRNA	miRNA
RF03989	mir-7950	Gene;miRNA	mir-7950 microRNA precursor family	miRNA	miRNA
RF03990	mir-4888	Gene;miRNA	mir-4888 microRNA precursor family	miRNA	miRNA
RF03991	mir-9209	Gene;miRNA	mir-9209 microRNA precursor family	miRNA	miRNA
RF03992	mir-6302	Gene;miRNA	mir-6302 microRNA precursor family	miRNA	miRNA
RF03993	mir-8536	Gene;miRNA	mir-8536 microRNA precursor family	miRNA	miRNA
RF03994	mir-7558	Gene;miRNA	mir-7558 microRNA precursor family	miRNA	miRNA
RF03995	mir-7957	Gene;miRNA	mir-7957 microRNA precursor family	miRNA	miRNA
RF03996	mir-3012	Gene;miRNA	mir-3012 microRNA precursor family	miRNA	miRNA
RF03997	mir-8510	Gene;miRNA	mir-8510 microRNA precursor family	miRNA	miRNA
RF03998	mir-2160	Gene;miRNA	mir-2160 microRNA precursor family	miRNA	miRNA
RF03999	mir-7883	Gene;miRNA	mir-7883 microRNA precursor family	miRNA	miRNA
RF04000	MIR8139	Gene;miRNA	MIR8139 microRNA precursor family	miRNA	miRNA
RF04001	mir-7918	Gene;miRNA	mir-7918 microRNA precursor family	miRNA	miRNA
RF04002	MIR6143	Gene;miRNA	MIR6143 microRNA precursor family	miRNA	miRNA
